instruction_id,genre_raw,genre_candidates,genre_candidate_labels,genre_norm,reason
12105_38589_0,Health and wellness,"[""health"", ""wellness""]",[],other,no top-label rule matched
19cTexts_1880-89_DextHCL_batch1193,Cannot determine without the text,"[""cannot determine without the text""]",[],other,no top-label rule matched
12869_45818_0,Drama/Romance,"[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
10442_27400_0,Elegy,"[""elegy""]",[],other,no top-label rule matched
6644_6806_0,Song lyrics,"[""song lyrics""]",[],other,no top-label rule matched
21847_90571_1,Educational literature,"[""educational literature""]",[],other,no top-label rule matched
4313_61656_0,"Fiction, family drama","[""fiction"", ""family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
19cTexts_1880-89_FrouJTC2_batch327,,[],[],other,missing genre_raw
13256_50312_0,Dialogue or conversation,"[""dialogue or conversation""]",[],other,no top-label rule matched
351_113077_0,"Coming-of-age, religious fiction","[""coming of age"", ""religious fiction""]","[""children_young_adult"", ""religious_philosophical""]",children_young_adult,compound genre maps to multiple normalized labels
14354_53049_0,,[],[],other,missing genre_raw
14944_53637_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
16443_58413_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
19cTexts_1860-69_BrowRRB3_batch39,,[],[],other,missing genre_raw
11139_31726_0,"Fiction, coming-of-age","[""fiction"", ""coming of age""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
6984_100905_0,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
34249_76836_0,,[],[],other,missing genre_raw
3533_61527_1,Personal reflection,"[""personal reflection""]",[],other,no top-label rule matched
3045_31120_0,"Fiction, possibly domestic drama","[""fiction"", ""possibly domestic drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
764_26289_1,Sports,"[""sports""]",[],other,no top-label rule matched
17186_61122_0,Art history,"[""art history""]",[],other,no top-label rule matched
19cTexts_1830-39_SoutRD2_batch28,Legal document,"[""legal document""]",[],other,no top-label rule matched
66159_1888_0,Adventure/Thriller,"[""adventure"", ""thriller""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
6637_6506_0,Drama/Fantasy,"[""drama"", ""fantasy""]","[""drama"", ""speculative""]",drama,compound genre maps to multiple normalized labels
4083_64757_0,,[],[],other,missing genre_raw
2818_39925_0,Animal welfare literature,"[""animal welfare literature""]",[],other,no top-label rule matched
18247_85833_0,Scientific fiction,"[""scientific fiction""]",[],other,no top-label rule matched
2432_19155_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
27174_125445_0,War literature,"[""war literature""]",[],other,no top-label rule matched
5200_71501_1,Tragic fiction,"[""tragic fiction""]",[],other,no top-label rule matched
209_18232_0,"Fiction, possibly gothic or psychological","[""fiction"", ""possibly gothic or psychological""]","[""general_fiction"", ""speculative""]",general_fiction,compound genre maps to multiple normalized labels
9083_22449_0,,[],[],other,missing genre_raw
11207_32240_0,"Eulogy, political speech","[""eulogy"", ""political speech""]",[],other,no top-label rule matched
6484_5787_0,,[],[],other,missing genre_raw
8870_18507_0,Cookbook,"[""cookbook""]",[],other,no top-label rule matched
2493_90993_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
9951_25627_0,"Speech, self-help","[""speech"", ""self help""]",[],other,no top-label rule matched
2618_133311_0,Dialogue,"[""dialogue""]",[],other,no top-label rule matched
10400_27304_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
11453_34574_0,,[],[],other,missing genre_raw
19cTexts_1870-79_NasoELT_batch61,Political speech,"[""political speech""]",[],other,no top-label rule matched
17430_62019_0,Fantasy/Adventure,"[""fantasy"", ""adventure""]","[""speculative"", ""adventure""]",speculative,compound genre maps to multiple normalized labels
32366_76471_0,Prose fiction,"[""prose fiction""]",[],other,no top-label rule matched
1941_111493_1,Epistolary,"[""epistolary""]",[],other,no top-label rule matched
678_98209_0,Holiday fiction,"[""holiday fiction""]",[],other,no top-label rule matched
12005_38282_0,Surreal or experimental fiction,"[""surreal or experimental fiction""]",[],other,no top-label rule matched
19cTexts_1840-49_SabiLAL_batch493,Biographical sketches,"[""biographical sketches""]",[],other,no top-label rule matched
12726_44122_0,Novel,"[""novel""]",[],other,no top-label rule matched
320_288_0,Picaresque novel,"[""picaresque novel""]",[],other,no top-label rule matched
12401_41137_0,War literature,"[""war literature""]",[],other,no top-label rule matched
19cTexts_1820-29_BadcJRL_batch367,Social event report,"[""social event report""]",[],other,no top-label rule matched
19cTexts_1880-89_JeweSCD_batch73,None,"[""none""]",[],other,no top-label rule matched
7121_10573_0,,[],[],other,missing genre_raw
11598_35737_0,,[],[],other,missing genre_raw
946_38169_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
7124_66511_0,Nautical fiction,"[""nautical fiction""]",[],other,no top-label rule matched
883_8808_0,"Fiction, family drama","[""fiction"", ""family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
828_9591_0,Biblical prophecy,"[""biblical prophecy""]",[],other,no top-label rule matched
62330_79051_0,Folklore,"[""folklore""]",[],other,no top-label rule matched
6966_8869_0,Culinary,"[""culinary""]",[],other,no top-label rule matched
15309_55012_0,,[],[],other,missing genre_raw
19cTexts_1830-39_ClarGE4_batch69,Art history,"[""art history""]",[],other,no top-label rule matched
60_53980_0,Adventure/ Historical fiction,"[""adventure"", ""historical fiction""]","[""adventure"", ""historical""]",adventure,compound genre maps to multiple normalized labels
6696_7247_0,"Fiction, possibly historical fiction","[""fiction"", ""possibly historical fiction""]","[""general_fiction"", ""historical""]",general_fiction,compound genre maps to multiple normalized labels
9084_22463_0,,[],[],other,missing genre_raw
7433_91129_0,,[],[],other,missing genre_raw
49685_78115_0,,[],[],other,missing genre_raw
8999_21859_0,,[],[],other,missing genre_raw
19cTexts_1840-49_WhitJLR_batch274,Personal correspondence,"[""personal correspondence""]",[],other,no top-label rule matched
30457_130634_0,War fiction,"[""war fiction""]",[],other,no top-label rule matched
2228_21359_0,,[],[],other,missing genre_raw
134_138031_0,Autobiographical narrative,"[""autobiographical narrative""]",[],other,no top-label rule matched
19cTexts_1810-19_PainRM_batch168,Eulogy,"[""eulogy""]",[],other,no top-label rule matched
6341_5422_0,"Fiction, possibly historical or religious fiction","[""fiction"", ""possibly historical or religious fiction""]","[""general_fiction"", ""historical""]",general_fiction,compound genre maps to multiple normalized labels
11199_32078_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
19cTexts_1890-99_WardHHD3_batch91,"Fiction, possibly a social comedy","[""fiction"", ""possibly a social comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
2788_11643_1,Fiction (Family/Relationships,"[""fiction family"", ""relationships""]",[],other,no top-label rule matched
8100_15242_0,Natural history,"[""natural history""]",[],other,no top-label rule matched
4502_64895_0,"Fiction, possibly supernatural or horror","[""fiction"", ""possibly supernatural or horror""]","[""general_fiction"", ""speculative""]",general_fiction,compound genre maps to multiple normalized labels
2776_78064_0,Urban fiction,"[""urban fiction""]",[],other,no top-label rule matched
78_10474_0,Adventure/Thriller,"[""adventure"", ""thriller""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
19cTexts_1860-69_HopkJSE_batch84,Religious/ theological essay,"[""religious"", ""theological essay""]","[""religious_philosophical"", ""nonfiction_essay""]",religious_philosophical,compound genre maps to multiple normalized labels
10218_26773_0,Gardening guide,"[""gardening guide""]",[],other,no top-label rule matched
17985_116641_0,Adventure/Thriller,"[""adventure"", ""thriller""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
19cTexts_1840-49_LeveCCO_batch195,,[],[],other,missing genre_raw
393_91818_0,"Adventure, Mystery","[""adventure"", ""mystery""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
7810_12798_0,Folk tale,"[""folk tale""]",[],other,no top-label rule matched
19033_21850_0,"Children's literature, fantasy","[""children s literature"", ""fantasy""]","[""children_young_adult"", ""speculative""]",children_young_adult,compound genre maps to multiple normalized labels
2437_135536_0,,[],[],other,missing genre_raw
15582_56124_0,Ecclesiastical documents,"[""ecclesiastical documents""]",[],other,no top-label rule matched
1684_106851_0,"Fiction, possibly romance","[""fiction"", ""possibly romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
17338_61443_1,,[],[],other,missing genre_raw
2342_37975_0,Psychological novel,"[""psychological novel""]",[],other,no top-label rule matched
19cTexts_1830-39_CrokTPS_batch73,Song lyrics,"[""song lyrics""]",[],other,no top-label rule matched
1825_79068_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
19474_102767_0,Military fiction,"[""military fiction""]",[],other,no top-label rule matched
286_24704_0,"Fiction, possibly children's literature","[""fiction"", ""possibly children s literature""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
14021_101422_0,Dystopian fiction,"[""dystopian fiction""]",[],other,no top-label rule matched
11393_34178_0,Adventure/science fiction,"[""adventure"", ""science fiction""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
227_207_0,Epic,"[""epic""]",[],other,no top-label rule matched
15680_56365_0,Speech or address,"[""speech or address""]",[],other,no top-label rule matched
1644_73169_0,Suspense,"[""suspense""]",[],other,no top-label rule matched
238_45959_0,,[],[],other,missing genre_raw
12280_122346_0,"Drama, romance","[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
5323_3720_0,Psychological novel,"[""psychological novel""]",[],other,no top-label rule matched
6833_8231_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
9261_23228_0,,[],[],other,missing genre_raw
10768_28830_0,"Non-fiction, historical/archaeological","[""non fiction"", ""historical"", ""archaeological""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
8468_16673_0,Epic or mythological narrative,"[""epic or mythological narrative""]",[],other,no top-label rule matched
21847_90571_0,"Fiction, possibly coming-of-age or family drama","[""fiction"", ""possibly coming of age or family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
9489_73718_0,,[],[],other,missing genre_raw
10002_53155_0,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
7298_138534_0,Satirical fiction,"[""satirical fiction""]",[],other,no top-label rule matched
27174_125450_0,Escape fiction,"[""escape fiction""]",[],other,no top-label rule matched
11893_37160_0,War literature,"[""war literature""]",[],other,no top-label rule matched
2405_38111_0,,[],[],other,missing genre_raw
6833_8226_0,,[],[],other,missing genre_raw
9964_138598_0,Philosophical/ spiritual essay,"[""philosophical"", ""spiritual essay""]","[""religious_philosophical"", ""nonfiction_essay""]",religious_philosophical,compound genre maps to multiple normalized labels
12848_45692_0,Maritime fiction,"[""maritime fiction""]",[],other,no top-label rule matched
389_39445_0,Mystery/horror,"[""mystery"", ""horror""]","[""mystery_crime"", ""speculative""]",mystery_crime,compound genre maps to multiple normalized labels
13187_49091_0,Political philosophy,"[""political philosophy""]",[],other,no top-label rule matched
61960_78771_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
12005_38324_0,,[],[],other,missing genre_raw
1164_43226_0,Dystopian fiction,"[""dystopian fiction""]",[],other,no top-label rule matched
15668_56252_0,,[],[],other,missing genre_raw
17805_62875_0,Craft/How-to,"[""craft"", ""how to""]",[],other,no top-label rule matched
10746_28614_0,,[],[],other,missing genre_raw
22020_74005_0,,[],[],other,missing genre_raw
6491_137838_0,"Fiction, possibly coming-of-age","[""fiction"", ""possibly coming of age""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
5111_124867_0,Diary or journal,"[""diary or journal""]",[],other,no top-label rule matched
3297_55568_0,,[],[],other,missing genre_raw
19cTexts_1850-59_CanoTCC_batch206,Prison literature,"[""prison literature""]",[],other,no top-label rule matched
8907_19019_0,Realism,"[""realism""]",[],other,no top-label rule matched
19cTexts_1850-59_LeveCRC_batch474,,[],[],other,missing genre_raw
163_133005_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
6877_124883_0,Sports literature,"[""sports literature""]",[],other,no top-label rule matched
6952_105430_0,Military history,"[""military history""]",[],other,no top-label rule matched
6505_6086_0,Opera,"[""opera""]",[],other,no top-label rule matched
4670_108814_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
271_54091_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
32245_76313_0,,[],[],other,missing genre_raw
7047_119649_0,Travel/adventure,"[""travel"", ""adventure""]","[""nonfiction_essay"", ""adventure""]",nonfiction_essay,compound genre maps to multiple normalized labels
2339_29616_0,,[],[],other,missing genre_raw
12987_46689_0,,[],[],other,missing genre_raw
30102_76100_0,,[],[],other,missing genre_raw
2807_74596_0,"Adventure, Historical Fiction","[""adventure"", ""historical fiction""]","[""adventure"", ""historical""]",adventure,compound genre maps to multiple normalized labels
17945_65379_0,,[],[],other,missing genre_raw
19cTexts_1850-59_LandWLF_batch269,Critique or analysis,"[""critique or analysis""]",[],other,no top-label rule matched
18982_66945_0,,[],[],other,missing genre_raw
63023_79077_0,"Family drama, domestic fiction","[""family drama"", ""domestic fiction""]","[""drama"", ""general_fiction""]",drama,compound genre maps to multiple normalized labels
17819_62916_0,Agricultural literature,"[""agricultural literature""]",[],other,no top-label rule matched
20931_72777_0,Description of a place,"[""description of a place""]",[],other,no top-label rule matched
19cTexts_1810-19_DunlWM_batch228,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
19cTexts_1830-39_ClarGE4_batch291,Art history,"[""art history""]",[],other,no top-label rule matched
1652_111406_0,Survival fiction,"[""survival fiction""]",[],other,no top-label rule matched
62330_79043_0,"Folklore, mythology","[""folklore"", ""mythology""]",[],other,no top-label rule matched
11206_32195_0,Scientific literature,"[""scientific literature""]",[],other,no top-label rule matched
996_98508_0,"Adventure, satire","[""adventure"", ""satire""]","[""adventure"", ""comedy_satire""]",adventure,compound genre maps to multiple normalized labels
15347_55231_0,,[],[],other,missing genre_raw
395_74069_1,Allegory,"[""allegory""]",[],other,no top-label rule matched
14503_53096_0,Academic paper,"[""academic paper""]",[],other,no top-label rule matched
10215_26493_1,,[],[],other,missing genre_raw
828_9582_0,Biblical passage,"[""biblical passage""]",[],other,no top-label rule matched
3455_55851_0,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
4276_71460_1,"Fiction, domestic drama","[""fiction"", ""domestic drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
11071_31488_0,Exploration narrative,"[""exploration narrative""]",[],other,no top-label rule matched
8712_17858_0,,[],[],other,missing genre_raw
19cTexts_1870-79_EdwaELF_batch424,Art history,"[""art history""]",[],other,no top-label rule matched
119_55943_0,"Travel literature, adventure","[""travel literature"", ""adventure""]","[""nonfiction_essay"", ""adventure""]",nonfiction_essay,compound genre maps to multiple normalized labels
2803_103576_0,Autobiographical,"[""autobiographical""]",[],other,no top-label rule matched
946_38181_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
560_68569_0,Action,"[""action""]",[],other,no top-label rule matched
7202_10873_0,"Autobiography, philosophical reflection","[""autobiography"", ""philosophical reflection""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
12332_40550_0,,[],[],other,missing genre_raw
61960_78704_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
561_42928_1,Adventure/Thriller,"[""adventure"", ""thriller""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
19cTexts_1830-39_WilbRLW_batch13,Personal letter,"[""personal letter""]",[],other,no top-label rule matched
16132_57397_0,"Non-fiction, philosophical essay","[""non fiction"", ""philosophical essay""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
43788_77852_0,,[],[],other,missing genre_raw
10686_28540_0,,[],[],other,missing genre_raw
10777_139569_0,"Fiction, possibly family drama","[""fiction"", ""possibly family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
1881_85203_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
6890_8388_0,,[],[],other,missing genre_raw
7267_11378_0,,[],[],other,missing genre_raw
8870_18545_0,Culinary cookbook,"[""culinary cookbook""]",[],other,no top-label rule matched
376_56134_0,,[],[],other,missing genre_raw
19cTexts_1830-39_GodwWLN_batch90,Mythology,"[""mythology""]",[],other,no top-label rule matched
19cTexts_1820-29_EdgeMHL4_batch98,,[],[],other,missing genre_raw
11770_36896_0,,[],[],other,missing genre_raw
8387_6404_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
12812_45129_0,,[],[],other,missing genre_raw
61525_78663_0,,[],[],other,missing genre_raw
17819_62907_0,Dialogue,"[""dialogue""]",[],other,no top-label rule matched
8876_18659_0,,[],[],other,missing genre_raw
11645_36020_0,Autobiographical narrative,"[""autobiographical narrative""]",[],other,no top-label rule matched
17889_64289_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
19cTexts_1870-79_ElioGLJ_batch47,"The first text could be classified as a historical romance, while the second text could be classified as a satire or a humoristic essay","[""the first text could be classified as a historical romance"", ""while the second text could be classified as a satire or a humoristic essay""]","[""historical"", ""comedy_satire""]",historical,compound genre maps to multiple normalized labels
12401_41111_0,War literature,"[""war literature""]",[],other,no top-label rule matched
14144_52095_0,Science,"[""science""]",[],other,no top-label rule matched
15346_55103_0,Anthology,"[""anthology""]",[],other,no top-label rule matched
19cTexts_1850-59_StowHDT2_batch77,Medical fiction,"[""medical fiction""]",[],other,no top-label rule matched
13599_51480_0,,[],[],other,missing genre_raw
1937_64747_1,Fable or allegory,"[""fable or allegory""]",[],other,no top-label rule matched
17223_61271_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
14822_53574_0,Moral teachings,"[""moral teachings""]",[],other,no top-label rule matched
17889_64291_0,,[],[],other,missing genre_raw
7050_129875_0,War fiction,"[""war fiction""]",[],other,no top-label rule matched
12489_41947_0,,[],[],other,missing genre_raw
15027_53957_1,,[],[],other,missing genre_raw
7781_12581_0,Technical or instructional text,"[""technical or instructional text""]",[],other,no top-label rule matched
30365_64141_0,"Adventure, Children's literature","[""adventure"", ""children s literature""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
2408_38214_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
1188_109798_0,,[],[],other,missing genre_raw
19cTexts_1830-39_EvarJSP_batch148,Political speech,"[""political speech""]",[],other,no top-label rule matched
6821_8093_0,,[],[],other,missing genre_raw
19cTexts_1870-79_YongCPF_batch5,"Non-fiction, historical account","[""non fiction"", ""historical account""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
11396_34276_0,,[],[],other,missing genre_raw
68_25921_0,"Science-fiction, adventure","[""science fiction"", ""adventure""]","[""speculative"", ""adventure""]",speculative,compound genre maps to multiple normalized labels
13851_69457_0,War fiction,"[""war fiction""]",[],other,no top-label rule matched
6378_51973_0,Suspense fiction,"[""suspense fiction""]",[],other,no top-label rule matched
18640_52342_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
6835_8248_0,,[],[],other,missing genre_raw
15139_54869_0,Descriptive literature,"[""descriptive literature""]",[],other,no top-label rule matched
12250_39752_0,Folklore,"[""folklore""]",[],other,no top-label rule matched
19663_69306_0,Proposal,"[""proposal""]",[],other,no top-label rule matched
22020_74025_0,Novellas,"[""novellas""]",[],other,no top-label rule matched
1688_60398_0,Social Realism,"[""social realism""]",[],other,no top-label rule matched
9895_25621_0,,[],[],other,missing genre_raw
14904_53624_0,Legal text,"[""legal text""]",[],other,no top-label rule matched
11024_30725_0,,[],[],other,missing genre_raw
18088_65985_0,Tragic fiction,"[""tragic fiction""]",[],other,no top-label rule matched
6984_100942_1,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
24337_120722_0,Mystery/romance,"[""mystery"", ""romance""]","[""mystery_crime"", ""romance""]",mystery_crime,compound genre maps to multiple normalized labels
3781_87954_0,"Mystery, adventure","[""mystery"", ""adventure""]","[""mystery_crime"", ""adventure""]",mystery_crime,compound genre maps to multiple normalized labels
18157_66000_0,,[],[],other,missing genre_raw
1917_137004_1,"Journal, personal reflection","[""journal"", ""personal reflection""]",[],other,no top-label rule matched
29363_108217_0,Letter,"[""letter""]",[],other,no top-label rule matched
551_31670_1,War fiction,"[""war fiction""]",[],other,no top-label rule matched
2409_47014_0,"Fiction, possibly historical fiction","[""fiction"", ""possibly historical fiction""]","[""general_fiction"", ""historical""]",general_fiction,compound genre maps to multiple normalized labels
8560_17190_0,,[],[],other,missing genre_raw
6639_6550_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
19cTexts_1840-49_GodlJLF_batch94,Cultural study,"[""cultural study""]",[],other,no top-label rule matched
2419_47299_0,Epistolary,"[""epistolary""]",[],other,no top-label rule matched
19cTexts_1890-99_WardHHD2_batch159,"Coming-of-age, romance","[""coming of age"", ""romance""]","[""children_young_adult"", ""romance""]",children_young_adult,compound genre maps to multiple normalized labels
451_59873_0,"Fiction, possibly adventure or maritime","[""fiction"", ""possibly adventure or maritime""]","[""general_fiction"", ""adventure""]",general_fiction,compound genre maps to multiple normalized labels
12546_42294_0,,[],[],other,missing genre_raw
2405_38064_0,Art critique,"[""art critique""]",[],other,no top-label rule matched
5265_51795_0,,[],[],other,missing genre_raw
19cTexts_1870-79_NasoELT_batch70,Political speech,"[""political speech""]",[],other,no top-label rule matched
8468_16651_0,,[],[],other,missing genre_raw
16443_58525_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
19cTexts_1830-39_WordWYR_batch18,Romance/fantasy,"[""romance"", ""fantasy""]","[""romance"", ""speculative""]",romance,compound genre maps to multiple normalized labels
13148_119996_0,"Fiction, comedy","[""fiction"", ""comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
8098_14938_0,,[],[],other,missing genre_raw
11495_35004_0,,[],[],other,missing genre_raw
3796_113881_0,,[],[],other,missing genre_raw
11589_35542_0,Satirical fiction,"[""satirical fiction""]",[],other,no top-label rule matched
8126_15847_0,,[],[],other,missing genre_raw
6966_8940_0,Cookbook or culinary guide,"[""cookbook or culinary guide""]",[],other,no top-label rule matched
21422_73313_0,Wedding narrative,"[""wedding narrative""]",[],other,no top-label rule matched
12602_42833_0,Personal narrative,"[""personal narrative""]",[],other,no top-label rule matched
10863_30078_0,,[],[],other,missing genre_raw
12451_41560_0,Adventure/Tragedy,"[""adventure"", ""tragedy""]","[""adventure"", ""drama""]",adventure,compound genre maps to multiple normalized labels
7772_12511_0,Dialogue,"[""dialogue""]",[],other,no top-label rule matched
8738_18029_0,"Non-fiction, historical or cultural analysis","[""non fiction"", ""historical or cultural analysis""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
19cTexts_1850-59_PuseEDR_batch80,Theological writing,"[""theological writing""]",[],other,no top-label rule matched
13230_49953_0,,[],[],other,missing genre_raw
18000_32209_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
17838_63491_0,,[],[],other,missing genre_raw
2803_103571_0,,[],[],other,missing genre_raw
271_54087_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
19375_68290_0,,[],[],other,missing genre_raw
8558_20266_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
6378_51894_0,"Fiction, possibly psychological thriller","[""fiction"", ""possibly psychological thriller""]","[""general_fiction"", ""mystery_crime""]",general_fiction,compound genre maps to multiple normalized labels
7849_55680_0,"Drama, Crime Fiction","[""drama"", ""crime fiction""]","[""drama"", ""mystery_crime""]",drama,compound genre maps to multiple normalized labels
15421_55314_0,Linguistics,"[""linguistics""]",[],other,no top-label rule matched
4748_88100_1,Nature/Animal fiction,"[""nature"", ""animal fiction""]",[],other,no top-label rule matched
7503_12049_0,,[],[],other,missing genre_raw
11769_36847_0,Political speech or debate,"[""political speech or debate""]",[],other,no top-label rule matched
2722_124000_1,Epic,"[""epic""]",[],other,no top-label rule matched
22009_73959_0,Folklore,"[""folklore""]",[],other,no top-label rule matched
19cTexts_1840-49_MarrFPJ_batch91,Folk literature,"[""folk literature""]",[],other,no top-label rule matched
13264_50572_0,Prison literature,"[""prison literature""]",[],other,no top-label rule matched
135_1169_0,,[],[],other,missing genre_raw
17838_63518_0,War literature,"[""war literature""]",[],other,no top-label rule matched
2779_47547_0,,[],[],other,missing genre_raw
2084_48408_1,,[],[],other,missing genre_raw
1023_98932_0,"Fiction, possibly coming-of-age or social commentary","[""fiction"", ""possibly coming of age or social commentary""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
14271_52312_0,,[],[],other,missing genre_raw
17177_61022_0,,[],[],other,missing genre_raw
1718_31807_1,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
16218_57720_0,,[],[],other,missing genre_raw
3185_31882_0,"Family drama, comedy","[""family drama"", ""comedy""]","[""drama"", ""comedy_satire""]",drama,compound genre maps to multiple normalized labels
828_9575_0,Biblical narrative,"[""biblical narrative""]",[],other,no top-label rule matched
19cTexts_1820-29_AnonSO_batch80,Biographical,"[""biographical""]",[],other,no top-label rule matched
12993_46801_0,,[],[],other,missing genre_raw
6927_120555_0,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
17805_62852_0,Fable,"[""fable""]",[],other,no top-label rule matched
21423_73331_0,Psychological novel,"[""psychological novel""]",[],other,no top-label rule matched
13627_51646_0,,[],[],other,missing genre_raw
2722_123990_0,"Historical fiction, adventure","[""historical fiction"", ""adventure""]","[""historical"", ""adventure""]",historical,compound genre maps to multiple normalized labels
12005_38358_0,,[],[],other,missing genre_raw
7781_12566_0,Science,"[""science""]",[],other,no top-label rule matched
23685_74821_0,Moral tale or allegory,"[""moral tale or allegory""]",[],other,no top-label rule matched
986_44827_1,,[],[],other,missing genre_raw
12502_42135_0,Biblical narrative,"[""biblical narrative""]",[],other,no top-label rule matched
6124_109252_0,Fictional diary or personal narrative,"[""fictional diary or personal narrative""]",[],other,no top-label rule matched
7812_13164_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
4698_132382_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
8524_16862_0,Political novel,"[""political novel""]",[],other,no top-label rule matched
4670_108835_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
9261_23045_0,"Fiction, possibly romance or adventure","[""fiction"", ""possibly romance or adventure""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
17338_61443_0,,[],[],other,missing genre_raw
10712_53356_0,Medical fiction,"[""medical fiction""]",[],other,no top-label rule matched
19cTexts_1850-59_CanoTCC_batch9,"Adventure, memoir","[""adventure"", ""memoir""]","[""adventure"", ""nonfiction_essay""]",adventure,compound genre maps to multiple normalized labels
13479_50908_0,Scientific article,"[""scientific article""]",[],other,no top-label rule matched
12840_45478_0,Critique,"[""critique""]",[],other,no top-label rule matched
12459_41775_0,Aphorisms,"[""aphorisms""]",[],other,no top-label rule matched
5164_85449_0,"Mystery, horror","[""mystery"", ""horror""]","[""mystery_crime"", ""speculative""]",mystery_crime,compound genre maps to multiple normalized labels
30102_76108_0,,[],[],other,missing genre_raw
14236_52238_0,Autobiographical novel,"[""autobiographical novel""]",[],other,no top-label rule matched
8876_18616_0,Ethnographic writing,"[""ethnographic writing""]",[],other,no top-label rule matched
